activity_date,address,apartment_type,balcony,bathroom,building_series,building_type,ceiling_height,ceiling_type,commission,complexName,description,distance,district,elevators,emergency,entrances,estimated_price,extractedAt,garbage_chute,gas_supply,has_air_conditioner,has_bathtub,has_dishwasher,has_internet,has_kitchen_furniture,has_refrigerator,has_room_furniture,has_shower_cabin,has_tv,has_washing_machine,heating,image_urls,is_unpublished,kitchen_area,layout,living_area,living_conditions,metro_station,negotiable,neighborhood,offer_id,offer_url,parking,prepayment,price_change_value,price_value,renovation,rental_period,room_area,room_count,rooms_for_rent,rooms_in_apartment,security_deposit,sleeping_places,status,title,today_views,total_area,total_views,unique_views,unpublished_date,updated_time,utilities_payment,view,year_built,url,floor,total_floors,previous_price_value
2025-06-12 14:17:00,"Комсомольский просп., 11",,,1 совмещенный,Индивидуальный проект,Кирпичный,2.7,Железобетонные,70.0,,"Вашему вниманию предлагаем однокомнатную квартиру с хорошим ремонтом. Квартира оборудована всей необходимой бытовой техникой и мебелью. Набережная Москвы реки для прогулок( 5 мин.),и парк Горького (10 мин.) в шаговой доступности.Вся самая развитая инфраструктура нашей столицы Вашем распоряжении. Рассмотрим на длительный срок ,адекватных,чистоплотных,платежеспособных клиентов 1-2 человек без детей и без животных.Показы по договоренности.",1.8,ЦАО,1 пассажирский,Нет,3.0,82000.0,2025-06-11 02:59:23,Да,Центральное,False,True,False,False,True,True,False,False,False,True,Центральное,"https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477383013-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477377811-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477360678-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477380892-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477380914-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477380910-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477380893-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477380894-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477380913-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477380915-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477380912-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477367998-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477380911-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-komsomolskiy-prospekt-2477368032-1.jpg",False,7.0,Изолированная,22.0,,Парк Культуры,,р-н Хамовники,317117007,https://www.cian.ru/rent/flat/317117007/,Наземная,1.0,-5000.0,80000,Евроремонт,от года,,1.0,,,80000.0,,active,"1-комн. квартира, 35 м², 4/8 этаж",45.0,35.0,688.0,432.0,,2025-06-08 04:49:00,включена (счётчики включены),На улицу и двор,1961.0,,4.0,8.0,85000.0
2025-05-03 15:06:00,"Красногвардейский бул., 7А",,,1 совмещенный,Индивидуальный проект,Кирпичный,2.8,Железобетонные,50.0,,"Предлагается в аренду замечательная двухкомнатная квартира в шаговой (15-20 мин) доступности от м. Улица 1905 года. Есть все для комфортной жизни: большая кухня со встроенной бытовой техникой, в обеих комнатах много мест для хранения (2 огромных шкафа-купе), удобный диван на ламелях, рабочий стол, большой 4К телевизор 55', в спальне просторная кровать с ортопедическим матрасом, санузел с большой ванной, высокоскоростной интернет, есть застекленный балкон. Квартира в отличном состоянии после  ремонта, чистая, светлая и ухоженная.
Окна на зеленый палисадник.
Рядом Москва-Сити, Экспо-центр, Центр Международной Торговли, через дорогу прекрасный парк-бульвар с зеленью, прудами, беговой дорожкой, кафешками, в 10 минутах пешком Краснопресненский парк и набережная реки Москва, рядом несколько сетевых продуктовых магазинов, фитнес-клубы и т.д.",4.73,ЦАО,,Нет,3.0,78000.0,2025-06-11 03:09:01,,Центральное,False,True,True,True,True,True,True,False,True,True,Центральное,,True,,,,,Улица 1905 года,,р-н Пресненский,316708114,https://www.cian.ru/rent/flat/316708114/,Наземная,1.0,,100000,Евроремонт,от года,,2.0,,,100000.0,,non active,Лучшее для Вас!,18.0,44.0,107.0,73.0,2025-05-08 17:05:00,2025-05-03 15:06:00,включена (без счётчиков),Во двор,1960.0,,,,
2025-05-12 10:30:00,"ул. Николаева, 1",,1 балкон,1 совмещенный,,Кирпичный,2.7,Железобетонные,50.0,,"Сдаётся уютная однокомнатная квартира площадью 38 кв. м на улице Николаева, 1, в Москве. Квартира расположена на 5-м этаже 9-этажного кирпичного дома, построенного в 1963 году. Высота потолков составляет 2,7 метра. Дом оборудован пассажирским лифтом, а также есть наземная парковка для вашего удобства.

В квартире выполнен евроремонт, предлагается полная меблировка как в комнате, так и на кухне. Просторная жилая площадь из 21 кв. м позволяет чувствовать себя комфортно и уютно. Кухня площадью 7 кв. м оснащена всей необходимой техникой: кондиционер, холодильник, телевизор и стиральная машина. Ванная комната оборудована душевой кабиной и совмещённым санузлом. Окна квартиры выходят во двор, что обеспечивает тишину и уединение.

Дом находится в районе с развитой инфраструктурой. В пешей доступности расположены школы, детские сады и клиники, что делает эту квартиру отличным выбором для семьи. Рядом есть магазины и другие необходимые объекты для комфортной жизни. До станции метро ""Краснопресненская"" можно дойти пешком всего за 13 минут, что удобно для ежедневных поездок.

Условия аренды квартиры: без комиссии, необходимо внести залог и предоплату. Квартира сдаётся на длительный срок. Подходит для проживания одного или двух человек. 

Звоните и записывайтесь на просмотр! Не упустите возможность снять эту замечательную квартиру в удобном районе Москвы.",2.79,ЦАО,1 пассажирский,Нет,4.0,74000.0,2025-06-11 02:56:33,Да,Центральное,True,False,False,True,True,True,True,True,True,True,Центральное,,True,7.0,Смежная,21.0,,Краснопресненская,,р-н Пресненский,317384802,https://www.cian.ru/rent/flat/317384802/,Наземная,1.0,,90000,Евроремонт,от года,,1.0,,,90000.0,,non active,"1-комн. квартира, 38 м², 5/9 этаж",7.0,38.0,7.0,7.0,2025-05-19 23:39:00,2025-05-12 10:30:00,включена (без счётчиков),Во двор,1963.0,,5.0,9.0,
2025-06-13 21:18:00,"ул. Пресненский Вал, 40",,1 балкон,1 совмещенный,II-49,,2.64,Железобетонные,60.0,,"Сдается уютная чистая двухкомнатная квартира в пешей доступности от двух метро в Престижном районе Москвы. Комнаты раздельные , квартира полностью меблирована, есть вся бытовая техника, кондиционер, балкон. Паркинг под шлагбаумом. Рассмотрим платежеспособных людей. Уважаемые клиенты и коллеги, звоните , проконсультирую. Екатерина. Заселение 8 июля.",4.71,ЦАО,2 пассажирских,Нет,4.0,84000.0,2025-06-11 02:27:09,Да,,True,True,False,True,True,True,True,False,True,True,Центральное,"https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516953503-1.jpg,https://images.cdn-cian.ru/images/2517000711-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516961345-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516953641-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516953359-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516953483-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516953524-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516953365-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516953543-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516961346-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516961276-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516961265-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516953436-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516961349-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516961352-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516953444-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516953430-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516961347-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516953284-1.jpg,https://images.cdn-cian.ru/images/kvartira-moskva-ulica-presnenskiy-val-2516961351-1.jpg",False,6.0,Изолированная,32.0,можно с детьми,Белорусская,,р-н Пресненский,318522440,https://www.cian.ru/rent/flat/318522440/,Наземная,1.0,,80000,Косметический,от года,,2.0,,,80000.0,,active,"2-комн. квартира, 45 м², 11/12 этаж",100.0,45.0,170.0,149.0,,2025-06-08 17:34:00,включена (без счётчиков),,1973.0,,11.0,12.0,
2025-05-02 12:25:00,"ул. Хамовнический Вал, 16",,,1 совмещенный,Индивидуальный проект,Блочный,3.0,Железобетонные,0.0,,"Студия 25 кв м в ЦАО, элитный район Хамовники. Удачное расположение, рядом набережная Москвы-реки. Развитая инфраструктура. Высокий первый этаж. Панорамные окна от пола до потолка. Рольставни - управляются с пульта ДУ. Уютный дизайн, творческая атмосфера. Просторный двор с деревьями.
Агентам просьба не беспокоить!",2.65,ЦАО,1 пассажирский,Нет,4.0,72000.0,2025-06-11 03:54:16,Да,Центральное,False,False,False,True,True,True,True,False,True,True,Центральное,,True,3.0,,18.0,,Спортивная,,р-н Хамовники,226966932,https://www.cian.ru/rent/flat/226966932/,,1.0,,65000,Дизайнерский,от года,,,,,1.0,,non active,"Студия, 25 м², 1/8 этаж",8.0,25.0,2017.0,96.0,2025-05-05 11:32:00,2025-05-02 12:25:00,включена (счётчики включены),На улицу,1958.0,,1.0,8.0,
2025-06-03 13:40:00,"ул. Большая Полянка, 28к1",,,1 совмещенный,Индивидуальный проект,Панельный,,Железобетонные,0.0,,"Сдаётся отличная уютная квартира от собственника, с мебелью. Кухня совмещена с лоджией, по факту-две комнаты.
Отличное месторасположение в самом центре Москвы, хорошие соседи, метро Полянка-1 минута. Вся инфраструктура.",4.07,ЦАО,2 пассажирских,Нет,4.0,,2025-06-11 03:53:40,Да,,True,True,True,True,True,True,True,False,True,True,Центральное,,True,12.0,,28.0,можно с детьми и животными,Полянка,,р-н Якиманка,236268523,https://www.cian.ru/rent/flat/236268523/,Наземная,1.0,,95000,Евроремонт,от года,,1.0,,,95000.0,,non active,"1-комн. квартира, 42 м², 4/15 этаж",32.0,42.0,1028.0,110.0,2025-06-06 11:35:00,2025-06-03 13:40:00,включена (счётчики включены),На улицу,1972.0,,4.0,15.0,
2025-06-05 14:51:00,"ул. Лестева, 17к1",,1 лоджия,1 совмещенный,,Кирпичный,3.2,Нет информации,70.0,,"После ремонта никто не жил! пешая доступность от метро . Квартира полностью
укомплектована всей необходимой бытовой техникой и мебелью . Рассмотрят до 2-х человек без маленьких детей и животных . Показы по договоренности",4.35,ЮАО,1 пассажирский,Нет,3.0,,2025-06-11 02:30:00,Да,Центральное,False,False,True,True,True,True,False,True,False,True,Центральное,,True,8.0,,20.0,,Шаболовская,,р-н Даниловский,318425749,https://www.cian.ru/rent/flat/318425749/,Наземная,1.0,,85000,Евроремонт,от года,,1.0,,,85000.0,,non active,"1-комн. квартира, 43 м², 6/7 этаж",22.0,43.0,51.0,48.0,2025-06-08 17:20:00,2025-06-05 14:51:00,включена (без счётчиков),На улицу,1928.0,,6.0,7.0,
2025-04-04 00:00:00,"Кутузовский просп., вл2/1",,,1 раздельный,,Кирпичный,3.2,Железобетонные,60.0,,"Стоимость включены расход воды и электричество .Предлагается квартире в  знаменитой сталинской Высотке,в подъезде консьерж.  Мебель все необходимая, кухонный гарнитур, бытовая техника. две комнаты закрыты. Жить  в центре Москвы 7мин от метро Киевская, в престижном доме! Квартира свободна. Звоните!Марина",2.25,ЗАО,1 пассажирский,Нет,8.0,74000.0,2025-06-11 03:57:04,,,False,True,False,True,True,True,True,False,True,True,Центральное,,True,10.0,,25.0,можно с детьми,Киевская,,р-н Дорогомилово,182246958,https://www.cian.ru/rent/flat/182246958/,Наземная,1.0,4000.0,64000,Косметический,от года,,1.0,,,64000.0,,non active,"1-комн. квартира, 68 м², 5/10 этаж",,68.0,,,2025-04-09 17:25:00,2025-04-04 00:00:00,включена (счётчики включены),,1955.0,,5.0,10.0,60000.0
2025-04-08 21:54:00,"Хорошевское ш., 12к1",,1 лоджия,1 раздельный,Индивидуальный проект,Монолитный,,Железобетонные,50.0,ЖК «Дом на Беговой»,"Лучшее предложение в районе для серьезного и платежеспособного арендатора на длительный срок  без вредных привычек.
Выполнен новый евроремонт. Квартира полностью меблирована и оборудована необходимой бытовой техникой . Готова к встрече своего жильца.
Оплата счетчиков дополнительно.
Рассмотрим : семейную пару , взрослого арендатора , девушек студенток.
Оперативный просмотр по предварительному звонку заранее.
Регистрацию не делаем.",6.27,САО,"4 пассажирских, 2 грузовых",Нет,6.0,,2025-06-11 03:21:39,Да,,True,True,False,True,True,True,True,False,True,True,Центральное,,True,11.0,,40.0,можно с детьми и животными,Беговая,,р-н Хорошевский,316036297,https://www.cian.ru/rent/flat/316036297/,Подземная,1.0,,100000,Евроремонт,от года,,2.0,,,100000.0,,non active,"2-комн. квартира, 61 м², 15/37 этаж",,61.0,,,2025-01-01 03:00:00,2025-04-08 21:54:00,включена (без счётчиков),Во двор,2010.0,,15.0,37.0,
2025-04-04 11:19:00,"Беговая ул., 6К3",,1 лоджия,1 раздельный,Башня Вулыха,Кирпичный,,Железобетонные,50.0,,"От метро Беговая 7 мин. пешком! Впервые сдается 2-х комнатная квартира с изолированными комнатами,  после свежего качественного ремонта. Большая застекленная лоджия  5 м.  с панорамными видами на ипподром и Москва-Сити.  Современная мебель. Вся необходимая бытовая техника для комфортного проживания в наличии. Огороженная охраняемая территория. Консьерж. Рассмотрим  приличных, платежеспособных (состав обсуждается).Залог можно разбить на 2 части.",5.88,САО,2 пассажирских,Нет,1.0,83000.0,2025-06-11 03:30:59,Да,Центральное,False,False,False,True,True,True,True,True,False,True,Центральное,,True,9.0,,35.0,можно с детьми,Беговая,,р-н Беговой,315236850,https://www.cian.ru/rent/flat/315236850/,Наземная,1.0,,70000,Евроремонт,от года,,2.0,,,70000.0,,non active,"2-комн. квартира, 60 м², 12/14 этаж",,60.0,910.0,525.0,2025-04-23 20:31:00,2025-04-04 11:19:00,включена (без счётчиков),Во двор,1970.0,,12.0,14.0,
2025-04-12 10:25:00,"Комсомольский просп., 29",,1 балкон,1 совмещенный,Индивидуальный проект,Кирпичный,,Железобетонные,80.0,,"Вашему вниманию предлагается шикарный вариант расположенная в шаговой доступности от Фрунзенской набережной, в Центральном административном округе Москвы. В квартире выполнен качественный ремонт в современном стиле с использованием дорогих и качественных материалов. Стеклопакеты. Пол ламинат, плитка. Красивые межкомнатные двери. Укомплектована всей необходимой современной мебелью и бытовой техникой от ведущих производителей. В комнате встроенный вместительный шкаф-купе с зеркалом, новая кровать, большой телевизор ЖК, рабочая зона, кондиционер. Кухня: стильный встроенный гарнитур под единой столешницей со всей необходимой встроенной бытовой техникой: вытяжка, духовой шкаф, варочная панель, 2х камерный холодильник обеденная зона (стол, стулья). Санузел совмещен, дорогая сантехника. Металлическая дверь. Домофон. На длительный срок.",1.73,ЦАО,1 пассажирский,Нет,1.0,80000.0,2025-06-11 03:19:51,,Центральное,True,True,True,True,True,True,True,False,True,True,Центральное,,True,,,,,Фрунзенская,,р-н Хамовники,316167091,https://www.cian.ru/rent/flat/316167091/,,1.0,,95000,Евроремонт,от года,,1.0,,,95000.0,,non active,"1-комн. квартира, 34 м², 4/9 этаж",3.0,34.0,758.0,442.0,2025-05-29 11:19:00,2025-04-12 10:25:00,включена (без счётчиков),,1962.0,,4.0,9.0,
2025-04-19 13:42:00,"ул. Красная Пресня, 14",,1 лоджия,1 совмещенный,Индивидуальный проект,Блочный,,Железобетонные,0.0,,"За объект уже внесли аванс
Строго без животных, не курящим. Дети от 3-х лет
На звонки отвечаем быстрее чем на сообщения",3.59,ЦАО,1 пассажирский,Нет,1.0,78000.0,2025-06-11 03:49:01,Да,Центральное,True,True,False,True,True,True,True,False,False,True,Центральное,,True,,,,,Краснопресненская,,р-н Пресненский,279095951,https://www.cian.ru/rent/flat/279095951/,,1.0,,75000,Евроремонт,от года,,1.0,,,75000.0,,non active,"1-комн. квартира, 32 м², 5/9 этаж",,32.0,2570.0,309.0,2025-04-21 01:38:00,2025-04-19 13:42:00,включена (счётчики включены),Во двор,1962.0,,5.0,9.0,
2025-03-31 10:24:00,"Мантулинская ул., 9к1",Апартаменты,,1 совмещенный,Индивидуальный проект,Монолитный,,Железобетонные,0.0,ЖК «City Park (Сити Парк)»,"Сдается в аренду новый апартамент с дизайнерской отделкой — идеальный вариант для комфортного проживания в центре Москвы.

- Площадь - 17,39 м2
- Этаж 2

Современный интерьер с качественной отделкой. 
Апартамент укомплектован всей необходимой мебелью и бытовой техникой. 

РАСПОЛОЖЕНИЕ:
- 10 минут до Москва-Сити, Садового кольца и Красной площади
- Рядом Красногвардейские пруды и Краснопресненская набережная

Стоимость аренды: 87 000 рублей в месяц. 

Обратите внимание: в объявлении прикреплены визуалы апартаментов, а не реальные фотографии. В настоящий момент завершается ремонт, окончание планируется до 7 апреля.

Звоните чтобы записаться на просмотр!",4.27,ЦАО,,Нет,5.0,,2025-06-11 03:29:26,,,True,False,True,False,True,True,True,True,True,True,Центральное,,True,,,,,Москва-Сити,,р-н Пресненский,315457126,https://www.cian.ru/rent/flat/315457126/,Подземная,1.0,,87000,Дизайнерский,от года,,,,,87000.0,,non active,"Апартаменты-студия, 17,39 м², 2/21 этаж",,17.39,,,2025-04-09 18:06:00,2025-03-31 10:24:00,включена (без счётчиков),,2019.0,,2.0,21.0,
2025-05-12 10:09:00,"ул. Шухова, 6к2",,1 балкон,1 раздельный,,Кирпичный,,Железобетонные,70.0,,"Лучшее предложение !!
 Сдается уютная 2-комнатная квартира на улице Шухова 6к2, всего в 10 минутах пешком от станции метро Шаболовская. 
Квартира расположена на 4-м этаже 5-этажного дома. Дом после капремонта. Высота потолков 3м.
Общая площадь — 57 кв. м, кухня — 8 кв. м. Окна выходят во двор, поэтому в квартире тихо и спокойно.
Есть вся необходимая мебель на кухне и в комнате, а также техника: холодильник, телевизор и стиральная машина, кондиционер. 
Санузел раздельный, в ванной комнате установлена душевая кабина.
 Также есть застекленный балкон.
Смотрите фото и видео.",4.65,ЮАО,,Нет,3.0,,2025-06-11 02:55:52,,Центральное,True,False,False,True,True,True,True,True,True,True,Центральное,,True,8.0,Изолированная,35.0,можно с детьми и животными,Шаболовская,,р-н Даниловский,317383770,https://www.cian.ru/rent/flat/317383770/,Наземная,1.0,,60000,Косметический,от года,,2.0,,,60000.0,,non active,"2-комн. квартира, 57 м², 4/5 этаж",32.0,57.0,32.0,32.0,2025-05-16 18:52:00,2025-05-12 10:09:00,включена (без счётчиков),Во двор,1955.0,,4.0,5.0,
2025-04-09 04:35:00,"ул. Малое Понизовье, 7",,,1 совмещенный,Индивидуальный проект,,,Нет информации,50.0,ЖК «Саларьево парк»,"Выгодное предложение! Собственник будет на подписании договора!
Оперативный  показ и заселение.
Просторная, светлая, Евродвушка (кухня совмещена с гостиной). Все есть для комфортного проживания. Чистый, современный подъезд, ухоженная придомовая территория, закрытый двор без машин с хорошо оборудованными зонами отдыха. Новый, современный, красивый район с развитой инфраструктурой, благоустроенными прогулочными зонами. 
 Развитая инфраструктура, рядом  магазины, аптеки, школа, детский сад.
Квартира готова к заселению.",248.94,НАО (Новомосковский),1 грузовой,Нет,10.0,,2025-06-11 03:27:30,Да,,True,True,False,True,True,True,True,False,True,True,Нет информации,,True,7.0,,30.0,можно с детьми и животными,Филатов Луг,,м. Филатов Луг,315664898,https://www.cian.ru/rent/flat/315664898/,Подземная,1.0,,75000,Дизайнерский,от года,,2.0,,,75000.0,,non active,"2-комн. квартира, 45 м², 3/15 этаж",,45.0,1799.0,1025.0,2025-04-23 16:15:00,2025-04-09 04:35:00,включена (без счётчиков),Во двор,2021.0,,3.0,15.0,
2025-04-19 10:37:00,"ул. 1905 года, 15",,1 балкон,1 совмещенный,П-44,Кирпичный,,Железобетонные,49.0,,"ВНИМАНИЕ - УНИКАЛЬНОЕ предложение в ЦЕНТРАЛЬНОМ районе Москвы - Пресненский - ВСЕГО в 1-й мин. ПЕШКОМ от двери до метро! :)
Сдается ВПЕРВЫЕ, НИКТО не жил!!!
Всё ЧИСТОЕ, СВЕЖЕЕ, НОВОЕ (абсолютно всё, вкл. технику, мебель, проводку и сантех-инженерию)!!!
--
Прямой договор с СОБСТВЕННИКОМ (физ.лицо)!
* КАПИТАЛЬНЫЙ ремонт ""под ключ"" (как для себя), с МЕБЕЛЬЮ (доп. - по запросу/договоренности), ТЕХНИКОЙ и хорошей аурой! :)
* ОГОРОЖЕННАЯ территория и своя ПАРКОВКА!
* БЛАГОУСТРОЕННЫЙ двор с детской площадкой, клумбами, лавочками, дорожками.
--
ПРОСТОРНАЯ, СТИЛЬНАЯ (см. фото!), СВЕТЛАЯ, ТЁПЛАЯ, с БОЛЬШОЙ ИЗОЛИРОВАННОЙ комнатой, БАЛКОНОМ и УЮТНОЙ кухней, в еще МОЛОДОМ :) одном из ЛУЧШИХ домов района - улучшенной серии (П-44Т), 2001 года постройки.
СОВРЕМЕННЫЙ  ремонт с применением КАЧЕСТВЕННЫХ отделочных материалов и ИНЖЕНЕРНОГО оборудования.
--
Общая площадь = 39 кв.м., комната 19 кв.м., кухня 7.5 кв.м.
ФУНКЦИОНАЛЬНАЯ планировка и ПРОДУМАННОЕ зонирование пространства:
* Комната ПРАВИЛЬНОЙ формы с выходом на БАЛКОНОМ (застеклен) - двуспальная кровать 160*200 с ортопедическим матрасом, ВМЕСТИТЕЛЬНЫЙ шкаф с ящиками, комод, ЖК-телевизор,  КОНДИЦИОНЕР + свободное пространство для размещения собственной мебели/предметов быта/интерьера.
* ПРОСТОРНЫЙ холл-прихожая - вкл. шкаф-купе, гарнитур-прихожую (с полкой для обуви);
* Совмещенный санузел - оборудован полноразмерной ВАННОЙ с душевым комплектом (""тропический душ""), ЭЛЕКТРИЧЕСКИМ полотенцесушителем, установлена СТИРАЛЬНАЯ машина;
* Кухня - встроенный гарнитур с БОЛЬШОЙ рабочей поверхностью и подсветкой, техникой (электрическими варочной панелью и духовым шкафом, вытяжкой), обеденный стол, 4 стула, двухкамерный холодильник, электрический чайник.
Телевидение и Интернет (оптоволоконная сеть).
Окна - ВО ДВОР! (юго-запад) = визуальный ПРОСТОР + абсолютная ТИШИНА и КОМФОРТ!
--
* пол - ИЗНОСОСТОЙКИЕ ламинат и керамическая плитка!
* стены - ровные: покараска и обои, керамическая плитка (санузел).
* потолок - покраска (НЕ натяжной!);
* Окна - 2-х камерные ШУМО- и ТЕПЛО- изоляционные стеклопакеты (профиль REHAU).
Биметаллические радиаторы отопления, ЭНЕРГОСБЕРЕГАЮЩЕЕ освещение.
Новые межкомнатные двери и УСИЛЕННАЯ МЕТАЛЛИЧЕСКАЯ входная дверь.
Домофон, кодовый замок.
Видеонаблюдение, 2 лифта (вкл. грузовой).
Мусоропровод.
--
РАЗВИТАЯ локальная инфраструктура и в ПЕШЕЙ доступности: детский сад (в соседнем дворе), школа, продуктовые супермаркеты, аптеки, хоз.магазин, фитнес-клуб с бассейном и т.д. - всё РЯДОМ!
--
* 5 мин. езды до ЦЕНТРА Москвы, ПАРКА отдыха ""Красная Пресня"" с ПРУДами, велодорожками и местами для отдыха детей и взрослых; НАБЕРЕЖНАЯ Москва-реки.
УДОБНЫЙ, БЫСТРЫЙ (без пробок!) выезд в несколько направлений: Садовое кольцо, ТТК, набережная Москва-реки, Звенигородское шоссе (""Новая Рига"") и пр.
-----
Спешите арендовать квартиру Вашей МЕЧТЫ, сделайте ПРАВИЛЬНЫЙ выбор!
Приходите и убедитесь во всем сами!
ОПЕРАТИВНЫЙ ПОКАЗ, ЗВОНИТЕ !!!",4.4,ЦАО,"1 пассажирский, 1 грузовой",Нет,3.0,76000.0,2025-06-11 03:25:35,Да,,True,True,False,True,True,True,True,False,True,True,Центральное,,True,7.5,,19.0,можно с детьми,Улица 1905 года,,р-н Пресненский,315890014,https://www.cian.ru/rent/flat/315890014/,Наземная,1.0,,89999,Евроремонт,от года,,1.0,,,89999.0,,non active,"1-комн. квартира, 39 м², 4/17 этаж",4.0,39.0,1210.0,754.0,2025-05-05 08:51:00,2025-04-19 10:37:00,включена (без счётчиков),Во двор,2004.0,,4.0,17.0,
2025-04-23 20:54:00,"ул. Большая Молчановка, 23С2",Апартаменты,,1 совмещенный,,,,,50.0,,"Сдаётся уютная студия в центре Москвы, на улице Большая Молчановка. Апартаменты расположены на 6-м этаже 6-этажного дома. Общая площадь составляет 21 кв. м, включая жилую зону в 15 кв. м и кухню в 5 кв. м. Высота потолков — 2.8 метра. До нескольких станции метро всего 5-7минут пешком, что обеспечивает удобный доступ к транспорту.

В студии выполнен евроремонт, что создаёт современную и комфортную атмосферу. Вся необходимая мебель уже есть на кухне и в комнате, поэтому можно сразу заселяться. Из техники в вашем распоряжении кондиционер, холодильник и стиральная машина. Ванная комната оборудована душевой кабиной, а окна выходят во двор, поэтому в квартире тихо и спокойно.

Дом оборудован пассажирским лифтом, что удобно для подъёма на верхний этаж. В шаговой доступности от дома расположены школы, детские сады, клиники и магазины, поэтому все необходимые учреждения находятся рядом.

Условия аренды обсуждаются индивидуально. Пожалуйста, свяжитесь с агентом для уточнения всех деталей и условий сделки. 

Не упустите возможность арендовать эту замечательную студию в центре столицы! Записывайтесь на просмотр, чтобы убедиться в её преимуществах лично.",2.77,ЦАО,1 пассажирский,,,,2025-06-11 03:24:42,,,True,False,False,True,True,True,True,True,False,True,,,True,5.0,,15.0,,Арбатская,,р-н Арбат,315904568,https://www.cian.ru/rent/flat/315904568/,,1.0,5000.0,75000,Евроремонт,от года,,,,,80000.0,,non active,"Апартаменты-студия, 21 м², 6/6 этаж",,21.0,,,2025-04-29 19:37:00,2025-04-23 20:54:00,включена (без счётчиков),Во двор,,,6.0,6.0,70000.0
